url,total_risk_score,status,domainExpired,tlsExpired,inPhishDB,isDomainExpiringSoon,isTLSExpiringSoon,caStatus,isDomainNew,businessInfo,pageInfo,tlsInfo,whoisInfo
https://www.obdesign.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.thsrc.com.tw/,1,success,0,0,0,0,0.5,0,0,0,0.5,0,0
https://www.findcompany.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.cathaysec.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.bookwalker.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.skyscanner.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://news.gamebase.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://itsfun.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.digitimes.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.marieclaire.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.t-cat.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.gamer.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.hct.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
https://www.taifex.com.tw/,0,success,0,0,0,0,0,0,0,0,0,0,0
https://www.leju.com.tw/,0.5,success,0,0,0,0,0,0,0,0,0.5,0,0
